location,msn,timestamp,load_1d,energy_supplied,energy_billed,loss_ratio,technical_loss_kwh
Bengaluru,0653DAA9,2021-02-03 00:00:00+05:30,217.79,236.28,218.5,0.07400390761631793,17.78
Bengaluru,0653DAA9,2021-02-04 00:00:00+05:30,233.65,251.41,233.35,0.07501763109085773,18.06
Bengaluru,0653DAA9,2021-02-05 00:00:00+05:30,242.16,260.67,242.27,0.07115638223224173,18.4
Bengaluru,0653DAA9,2021-02-06 00:00:00+05:30,243.82,266.67,244.72,0.07994418611970003,21.95
Bengaluru,0653DAA9,2021-02-07 00:00:00+05:30,246.8,271.18,248.75,0.08179558028499362,22.43
Bengaluru,0653DAA9,2021-02-08 00:00:00+05:30,234.43,252.24,233.66,0.07480840020077321,18.580000000000002
Bengaluru,0653DAA9,2021-02-09 00:00:00+05:30,235.05,254.84,235.53,0.0756551233308126,19.309999999999995
Bengaluru,0653DAA9,2021-02-10 00:00:00+05:30,229.73,248.45,229.01,0.07413786145696317,19.44
Bengaluru,0653DAA9,2021-02-11 00:00:00+05:30,248.28,268.41,247.82,0.07724261639242075,20.590000000000003
Bengaluru,0653DAA9,2021-02-12 00:00:00+05:30,243.34,263.71,243.42,0.07845168701050803,20.29
Bengaluru,0653DAA9,2021-02-13 00:00:00+05:30,225.46,242.94,224.33,0.07473544728837714,18.610000000000003
Bengaluru,0653DAA9,2021-02-14 00:00:00+05:30,231.55,250.95,231.15,0.0785687498000897,19.799999999999997
Bengaluru,0653DAA9,2021-02-15 00:00:00+05:30,238.3,258.98,239.35,0.07489112860415124,19.630000000000003
Bengaluru,0653DAA9,2021-02-16 00:00:00+05:30,246.29,263.92,246.58,0.0643403658552988,17.339999999999996
Bengaluru,0653DAA9,2021-02-17 00:00:00+05:30,228.42,245.63,227.48,0.07243017803558925,18.15
Bengaluru,0653DAA9,2021-02-18 00:00:00+05:30,246.28,263.68,244.98,0.07394897762667857,18.700000000000003
Bengaluru,0653DAA9,2021-02-19 00:00:00+05:30,245.41,266.66,244.94,0.07837509506566542,21.720000000000002
Bengaluru,0653DAA9,2021-02-20 00:00:00+05:30,257.33,279.51,257.32,0.07888774858435214,22.189999999999994
Bengaluru,0653DAA9,2021-02-21 00:00:00+05:30,235.5,253.6,235.99,0.07136627573584695,17.61
Bengaluru,0653DAA9,2021-02-22 00:00:00+05:30,241.37,262.45,242.0,0.07716342313317062,20.45
Bengaluru,0653DAA9,2021-02-23 00:00:00+05:30,251.85,273.67,252.29,0.07850399485100519,21.38
Bengaluru,0653DAA9,2021-02-24 00:00:00+05:30,242.37,261.98,242.19,0.07476072640611152,19.790000000000003
Bengaluru,0653DAA9,2021-02-25 00:00:00+05:30,239.69,259.52,239.76,0.07746856799729972,19.759999999999998
Bengaluru,0653DAA9,2021-02-26 00:00:00+05:30,258.96,280.89,259.77,0.07445851764974416,21.119999999999997
Bengaluru,0653DAA9,2021-02-27 00:00:00+05:30,249.48,271.37,250.13,0.07768869706841187,21.24
Bengaluru,0653DAA9,2021-02-28 00:00:00+05:30,236.37,255.46,235.95,0.0752240302305212,19.51
Bengaluru,0653DAA9,2021-03-01 00:00:00+05:30,243.59,265.15,244.4,0.0761864329309101,20.749999999999996
Bengaluru,0653DAA9,2021-03-02 00:00:00+05:30,241.77,258.39,240.38,0.0722353233505212,18.009999999999998
Bengaluru,0653DAA9,2021-03-03 00:00:00+05:30,246.13,264.96,246.34,0.07278074245127263,18.62
Bengaluru,0653DAA9,2021-03-04 00:00:00+05:30,227.65,246.36,227.84,0.0758862653296383,18.520000000000003
Bengaluru,0653DAA9,2021-03-05 00:00:00+05:30,267.7,290.06,267.9,0.07579452642026717,22.16
Bengaluru,0653DAA9,2021-03-06 00:00:00+05:30,253.46,269.36,251.63,0.06516860940393901,17.73
Bengaluru,0653DAA9,2021-03-07 00:00:00+05:30,234.48,253.5,235.83,0.07052255641560322,17.67
Bengaluru,0653DAA9,2021-03-08 00:00:00+05:30,241.6,260.63,242.54,0.06741763472740961,18.09
Bengaluru,0653DAA9,2021-03-09 00:00:00+05:30,233.53,251.72,233.24,0.07744895919471723,18.48
Bengaluru,0653DAA9,2021-03-10 00:00:00+05:30,215.54,234.04999999999998,215.45,0.07727220997165217,18.6
Bengaluru,0653DAA9,2021-03-11 00:00:00+05:30,224.78,248.24,225.96,0.08638606987726814,22.279999999999998
Bengaluru,0653DAA9,2021-03-12 00:00:00+05:30,244.32,263.23,244.62,0.07168246948106592,18.61
Bengaluru,0653DAA9,2021-03-13 00:00:00+05:30,242.38,262.3,241.84,0.0752043389666635,20.46
Bengaluru,0653DAA9,2021-03-14 00:00:00+05:30,237.69,257.35,237.03,0.07746347340912081,20.319999999999997
Bengaluru,0653DAA9,2021-03-15 00:00:00+05:30,243.67,266.48,244.57,0.07807779806262914,21.91
Bengaluru,0653DAA9,2021-03-16 00:00:00+05:30,246.05,266.09000000000003,246.24,0.07511441881863219,19.850000000000005
Bengaluru,0653DAA9,2021-03-17 00:00:00+05:30,228.76,245.37,228.5,0.06986128968170055,16.87
Bengaluru,0653DAA9,2021-03-18 00:00:00+05:30,238.17000000000002,256.42,236.34,0.07746790406750016,20.080000000000002
Bengaluru,0653DAA9,2021-03-19 00:00:00+05:30,245.84,266.13,244.8,0.07802268572602213,21.33
Bengaluru,0653DAA9,2021-03-20 00:00:00+05:30,241.57,262.28,242.41,0.07730595359593402,19.870000000000005
Bengaluru,0653DAA9,2021-03-21 00:00:00+05:30,252.01,272.5,252.06,0.07583219404163612,20.44
Bengaluru,0653DAA9,2021-03-22 00:00:00+05:30,256.29,278.62,256.82,0.07854502284342545,21.8
Bengaluru,0653DAA9,2021-03-23 00:00:00+05:30,255.77,277.5,256.19,0.07470404818723823,21.31
Bengaluru,0653DAA9,2021-03-24 00:00:00+05:30,236.98,256.62,236.85,0.0719259628002836,19.770000000000003
Bengaluru,0653DAA9,2021-03-25 00:00:00+05:30,250.4,269.47,250.26,0.07052113820325993,19.209999999999997
Bengaluru,0653DAA9,2021-03-26 00:00:00+05:30,220.10999999999999,237.61,219.84,0.07577283528402275,17.77
Bengaluru,0653DAA9,2021-03-27 00:00:00+05:30,233.47,251.15,233.67,0.07054670413921184,17.480000000000004
Bengaluru,0653DAA9,2021-03-28 00:00:00+05:30,239.84,258.84,240.73,0.07206875414871959,18.110000000000003
Bengaluru,0653DAA9,2021-03-29 00:00:00+05:30,252.3,273.34,253.01,0.07330559475833552,20.33
Bengaluru,0653DAA9,2021-03-30 00:00:00+05:30,236.32,258.58,237.36,0.08124379019162505,21.22
Bengaluru,0653DAA9,2021-03-31 00:00:00+05:30,227.35,249.25,228.34,0.08478912706396151,20.909999999999997
Bengaluru,0653DAA9,2021-04-01 00:00:00+05:30,235.94,253.51,235.63,0.07296689765098709,17.880000000000003
Bengaluru,0653DAA9,2021-04-02 00:00:00+05:30,239.58,259.91,240.2,0.07316050905303215,19.71
Bengaluru,0653DAA9,2021-04-03 00:00:00+05:30,250.86,271.36,251.03,0.07390486414529186,20.330000000000002
Bengaluru,0653DAA9,2021-04-04 00:00:00+05:30,263.45,283.47,262.56,0.07305271615315938,20.91
Bengaluru,0653DAA9,2021-04-05 00:00:00+05:30,233.72,254.17,233.48,0.08040743886429119,20.69
Bengaluru,0653DAA9,2021-04-06 00:00:00+05:30,252.32,273.13,252.39,0.07646795617097975,20.740000000000002
Bengaluru,0653DAA9,2021-04-07 00:00:00+05:30,230.78,250.36,231.76,0.07333982298883115,18.6
Bengaluru,0653DAA9,2021-04-08 00:00:00+05:30,259.48,279.92,258.12,0.07701581923496044,21.8
Bengaluru,0653DAA9,2021-04-09 00:00:00+05:30,247.75,270.3,247.29,0.08514358228243646,23.01
Bengaluru,0653DAA9,2021-04-10 00:00:00+05:30,227.64,245.43,227.37,0.07323529794425714,18.060000000000002
Bengaluru,0653DAA9,2021-04-11 00:00:00+05:30,243.96,266.72,245.66,0.07712375405266729,21.060000000000002
Bengaluru,0653DAA9,2021-04-12 00:00:00+05:30,241.9,261.64,241.62,0.07545231333933193,20.02
Bengaluru,0653DAA9,2021-04-13 00:00:00+05:30,240.21,261.74,240.77,0.07750896035217501,20.97
Bengaluru,0653DAA9,2021-04-14 00:00:00+05:30,252.23,272.16,252.59,0.06996339941239348,19.570000000000004
Bengaluru,0653DAA9,2021-04-15 00:00:00+05:30,231.05,252.1,231.21,0.0820080460141293,20.89
Bengaluru,0653DAA9,2021-04-16 00:00:00+05:30,252.41,272.62,252.48,0.07316770164253004,20.139999999999997
Bengaluru,0653DAA9,2021-04-17 00:00:00+05:30,245.92,266.11,246.94,0.07193912444921907,19.169999999999998
Bengaluru,0653DAA9,2021-04-18 00:00:00+05:30,248.99,271.35,249.65,0.08152846740578965,21.7
Bengaluru,0653DAA9,2021-04-19 00:00:00+05:30,250.05,270.25,251.11,0.07085833953767884,19.14
Bengaluru,0653DAA9,2021-04-20 00:00:00+05:30,243.28,266.51,245.53,0.08021895015207847,20.98
Bengaluru,0653DAA9,2021-04-21 00:00:00+05:30,232.47,252.03,232.86,0.07220878016631747,19.17
Bengaluru,0653DAA9,2021-04-22 00:00:00+05:30,234.1,253.88,234.12,0.0786697614570412,19.76
Bengaluru,0653DAA9,2021-04-23 00:00:00+05:30,233.04999999999998,251.07,232.72,0.06765350628539114,18.35
Bengaluru,0653DAA9,2021-04-24 00:00:00+05:30,245.82,265.68,245.28,0.07745902608554171,20.4
Bengaluru,0653DAA9,2021-04-25 00:00:00+05:30,247.83,267.21,248.67,0.06730209161311175,18.540000000000003
Bengaluru,0653DAA9,2021-04-26 00:00:00+05:30,228.6,248.0,227.7,0.08049963449029877,20.300000000000004
Bengaluru,0653DAA9,2021-04-27 00:00:00+05:30,246.31,265.14,245.19,0.07555497215290952,19.95
Bengaluru,0653DAA9,2021-04-28 00:00:00+05:30,248.60999999999999,267.5,247.29,0.07478651834488877,20.21
Bengaluru,0653DAA9,2021-04-29 00:00:00+05:30,248.31,267.93,247.55,0.07724754295511578,20.380000000000003
Bengaluru,0653DAA9,2021-04-30 00:00:00+05:30,231.63,248.7,230.51,0.07575138603535314,18.19
Bengaluru,0653DAA9,2021-05-01 00:00:00+05:30,264.31,286.11,264.62,0.07742393802921609,21.49
Bengaluru,0653DAA9,2021-05-02 00:00:00+05:30,247.14,267.96,247.42,0.07448636954516946,20.54
Bengaluru,0653DAA9,2021-05-03 00:00:00+05:30,250.22,268.45,249.81,0.0657748813088176,18.640000000000004
Bengaluru,0653DAA9,2021-05-04 00:00:00+05:30,249.2,268.5,249.04,0.07171582929719698,19.46
Bengaluru,0653DAA9,2021-05-05 00:00:00+05:30,243.12,264.97,244.41,0.07517340232684566,20.56
Bengaluru,0653DAA9,2021-05-06 00:00:00+05:30,265.74,290.35,267.2,0.07993373220963747,23.15
Bengaluru,0653DAA9,2021-05-07 00:00:00+05:30,244.35,263.0,244.84,0.06839188255770277,18.16
Bengaluru,0653DAA9,2021-05-08 00:00:00+05:30,236.63,258.3,236.86,0.08012767086770176,21.44
Bengaluru,0653DAA9,2021-05-09 00:00:00+05:30,239.16,257.44,239.46,0.07089014395756667,17.98
Bengaluru,0653DAA9,2021-05-10 00:00:00+05:30,244.81,263.45,243.65,0.07520580345826218,19.800000000000004
Bengaluru,0653DAA9,2021-05-11 00:00:00+05:30,232.42,250.26,231.8,0.07480803174508753,18.46
Bengaluru,0653DAA9,2021-05-12 00:00:00+05:30,244.48,261.66,244.31,0.06773551315747547,17.349999999999998
Bengaluru,0653DAA9,2021-05-13 00:00:00+05:30,231.77,249.86,231.77,0.07001356423746939,18.090000000000003
Bengaluru,0653DAA9,2021-05-14 00:00:00+05:30,245.89,262.1,245.44,0.06761531711181643,16.660000000000004
Bengaluru,0653DAA9,2021-05-15 00:00:00+05:30,250.82999999999998,270.35,250.83,0.0741546594838415,19.519999999999996
Bengaluru,0653DAA9,2021-05-16 00:00:00+05:30,242.26,262.89,241.23,0.07897212216007614,21.660000000000004
Bengaluru,0653DAA9,2021-05-17 00:00:00+05:30,225.57,242.58,225.31,0.07125644362079891,17.270000000000003
Bengaluru,0653DAA9,2021-05-18 00:00:00+05:30,230.24,249.43,229.39,0.07965437383871574,20.04
Bengaluru,0653DAA9,2021-05-19 00:00:00+05:30,265.51,287.85,265.06,0.0811252338824227,22.79
Bengaluru,0653DAA9,2021-05-20 00:00:00+05:30,252.49,271.86,251.23,0.07734478314381432,20.63
Bengaluru,0653DAA9,2021-05-21 00:00:00+05:30,234.91,256.4,235.65,0.07827425189101134,20.749999999999996
Bengaluru,0653DAA9,2021-05-22 00:00:00+05:30,253.72,276.22,253.47,0.08180745331022057,22.75
Bengaluru,0653DAA9,2021-05-23 00:00:00+05:30,250.19,272.67,250.91,0.07787632731505233,21.759999999999994
Bengaluru,0653DAA9,2021-05-24 00:00:00+05:30,273.28,296.19,273.6,0.0741158242547909,22.590000000000003
Bengaluru,0653DAA9,2021-05-25 00:00:00+05:30,245.79,264.16,245.25,0.07531203153336331,18.91
Bengaluru,0653DAA9,2021-05-26 00:00:00+05:30,271.96,291.96,271.16,0.07281259464890395,20.799999999999997
Bengaluru,0653DAA9,2021-05-27 00:00:00+05:30,279.42,300.27,278.76,0.07237376823004003,21.509999999999998
Bengaluru,0653DAA9,2021-05-28 00:00:00+05:30,263.58,285.26,262.94,0.07752842895408045,22.319999999999997
Bengaluru,0653DAA9,2021-05-29 00:00:00+05:30,237.88,258.01,238.45,0.07191003693232079,19.560000000000002
Bengaluru,0653DAA9,2021-05-30 00:00:00+05:30,249.09,267.72,249.64,0.06887880571194205,18.080000000000002
Bengaluru,0653DAA9,2021-05-31 00:00:00+05:30,228.32999999999998,244.99,228.18,0.06753080734919296,16.81
Bengaluru,0653DAA9,2021-06-01 00:00:00+05:30,241.42,262.27,240.71,0.08149979643023401,21.559999999999995
Bengaluru,0653DAA9,2021-06-02 00:00:00+05:30,255.78,277.62,255.8,0.07945023809870662,21.82
Bengaluru,0653DAA9,2021-06-03 00:00:00+05:30,255.98,277.11,256.52,0.07187333438692227,20.59
Bengaluru,0653DAA9,2021-06-04 00:00:00+05:30,242.48,260.92,241.92,0.0732956779775027,19.0
Bengaluru,0653DAA9,2021-06-05 00:00:00+05:30,241.65,260.14,241.72,0.06890095228930025,18.42
Bengaluru,0653DAA9,2021-06-06 00:00:00+05:30,231.49,246.37,230.15,0.0666999270549232,16.220000000000002
Bengaluru,0653DAA9,2021-06-07 00:00:00+05:30,252.78,272.92,252.78,0.07615338092963723,20.139999999999997
Bengaluru,0653DAA9,2021-06-08 00:00:00+05:30,243.4,264.11,244.13,0.07811506013728413,19.980000000000004
Bengaluru,0653DAA9,2021-06-09 00:00:00+05:30,263.18,284.89,263.96,0.07641319656956086,20.930000000000007
Bengaluru,0653DAA9,2021-06-10 00:00:00+05:30,238.14,259.62,238.68,0.07782500798699292,20.94
Bengaluru,0653DAA9,2021-06-11 00:00:00+05:30,250.29,270.07,250.25,0.07390504635154052,19.820000000000004
Bengaluru,0653DAA9,2021-06-12 00:00:00+05:30,235.39000000000001,256.59,236.16,0.07838664095596257,20.43
Bengaluru,0653DAA9,2021-06-13 00:00:00+05:30,257.46,279.81,257.07,0.07954329837614807,22.739999999999995
Bengaluru,0653DAA9,2021-06-14 00:00:00+05:30,263.48,287.06,263.07,0.08287216243708126,23.990000000000002
Bengaluru,0653DAA9,2021-06-15 00:00:00+05:30,243.93,263.88,244.57,0.07513644957496915,19.310000000000002
Bengaluru,0653DAA9,2021-06-16 00:00:00+05:30,262.31,282.55,262.17,0.07600868205756085,20.38
Bengaluru,0653DAA9,2021-06-17 00:00:00+05:30,238.86,258.94,238.53,0.07707382698432365,20.410000000000004
Bengaluru,0653DAA9,2021-06-18 00:00:00+05:30,234.79,252.89,234.59,0.0708781018891656,18.3
Bengaluru,0653DAA9,2021-06-19 00:00:00+05:30,221.52,238.65,221.44,0.07443501822129019,17.21
Bengaluru,0653DAA9,2021-06-20 00:00:00+05:30,237.54,255.81,236.44,0.07336108655281869,19.369999999999997
Bengaluru,0653DAA9,2021-06-21 00:00:00+05:30,230.16,250.35,231.49,0.07468410357308931,18.860000000000003
Bengaluru,0653DAA9,2021-06-22 00:00:00+05:30,239.82999999999998,258.05,239.66,0.07064014015480694,18.39
Bengaluru,0653DAA9,2021-06-23 00:00:00+05:30,246.59,264.32,246.62,0.06718471140288114,17.700000000000003
Bengaluru,0653DAA9,2021-06-24 00:00:00+05:30,249.64000000000001,269.0,249.07,0.07469831657762782,19.930000000000003
Bengaluru,0653DAA9,2021-06-25 00:00:00+05:30,259.35,281.65,258.53,0.08038432540539407,23.12
Bengaluru,0653DAA9,2021-06-26 00:00:00+05:30,246.39,269.13,245.85,0.08537958716489523,23.279999999999998
Bengaluru,0653DAA9,2021-06-27 00:00:00+05:30,258.9,279.18,258.95,0.07251819580351175,20.230000000000004
Bengaluru,0653DAA9,2021-06-28 00:00:00+05:30,265.18,284.5,264.22,0.07054154952432203,20.28
Bengaluru,0653DAA9,2021-06-29 00:00:00+05:30,247.58,270.58,247.35,0.08503957964357318,23.230000000000004
Bengaluru,0653DAA9,2021-06-30 00:00:00+05:30,238.61,260.89,240.18,0.07705057919132692,20.71
Bengaluru,0653DAA9,2021-07-01 00:00:00+05:30,246.04,263.65,244.67000000000002,0.07585302489357816,18.98
Bengaluru,0653DAA9,2021-07-02 00:00:00+05:30,229.58,247.36,230.06,0.07232400666792,17.3
Bengaluru,0653DAA9,2021-07-03 00:00:00+05:30,228.28,246.96,228.38,0.07399258777280161,18.58
Bengaluru,0653DAA9,2021-07-04 00:00:00+05:30,254.09,275.31,254.34,0.07622480732848862,20.970000000000002
Bengaluru,0653DAA9,2021-07-05 00:00:00+05:30,250.26,272.75,250.93,0.08235823070228816,21.819999999999997
Bengaluru,0653DAA9,2021-07-06 00:00:00+05:30,233.4,250.38,233.04,0.07060260004432077,17.34
Bengaluru,0653DAA9,2021-07-07 00:00:00+05:30,263.61,285.51,263.52,0.07698298842353589,21.99
Bengaluru,0653DAA9,2021-07-08 00:00:00+05:30,238.78,258.5,239.28,0.07179678376863212,19.22
Bengaluru,0653DAA9,2021-07-09 00:00:00+05:30,228.8,245.94,227.27,0.0754998090168223,18.669999999999998
Bengaluru,0653DAA9,2021-07-10 00:00:00+05:30,256.26,278.66,255.62,0.08206046109652221,23.04
Bengaluru,0653DAA9,2021-07-11 00:00:00+05:30,247.59,270.18,248.66,0.0761878738922323,21.519999999999996
Bengaluru,0653DAA9,2021-07-12 00:00:00+05:30,246.92000000000002,265.95,247.49,0.0711637626637314,18.46
Bengaluru,0653DAA9,2021-07-13 00:00:00+05:30,228.84,248.0,228.54,0.07352972303775873,19.46
Bengaluru,0653DAA9,2021-07-14 00:00:00+05:30,249.91,268.49,250.06,0.07024569627071185,18.43
Bengaluru,0653DAA9,2021-07-15 00:00:00+05:30,219.88,235.01,219.63,0.06460818722155369,15.380000000000003
Bengaluru,0653DAA9,2021-07-16 00:00:00+05:30,245.96,264.93,245.77,0.07294047752886978,19.16
Bengaluru,0653DAA9,2021-07-17 00:00:00+05:30,256.64,277.85,257.06,0.07715274682958408,20.79
Bengaluru,0653DAA9,2021-07-18 00:00:00+05:30,235.73,254.72,235.32999999999998,0.07351174018474389,19.39
Bengaluru,0653DAA9,2021-07-19 00:00:00+05:30,229.87,248.29,229.82,0.075521258156338,18.47
Bengaluru,0653DAA9,2021-07-20 00:00:00+05:30,220.89,240.85,221.91,0.07748426718991937,18.939999999999998
Bengaluru,0653DAA9,2021-07-21 00:00:00+05:30,234.74,253.06,235.55,0.06937857880666949,17.509999999999998
Bengaluru,0653DAA9,2021-07-22 00:00:00+05:30,239.95,260.68,239.5,0.08302668086074454,21.18
Bengaluru,0653DAA9,2021-07-23 00:00:00+05:30,218.36,236.13,217.86,0.07510427475883978,18.270000000000003
Bengaluru,0653DAA9,2021-07-24 00:00:00+05:30,247.07,268.0,247.51,0.07562131688351362,20.49
Bengaluru,0653DAA9,2021-07-25 00:00:00+05:30,263.88,284.38,263.59,0.07083633060478987,20.789999999999996
Bengaluru,0653DAA9,2021-07-26 00:00:00+05:30,243.8,262.73,242.91,0.07900210539618319,19.82
Bengaluru,0653DAA9,2021-07-27 00:00:00+05:30,256.61,276.01,255.35,0.07393725117440482,20.66
Bengaluru,0653DAA9,2021-07-28 00:00:00+05:30,277.77,298.85,276.55,0.07622520092455282,22.3
Bengaluru,0653DAA9,2021-07-29 00:00:00+05:30,238.08,254.43,236.97,0.07179914190853309,17.459999999999997
Bengaluru,0653DAA9,2021-07-30 00:00:00+05:30,246.43,266.3,245.2,0.08001219987580821,21.100000000000005
Bengaluru,0653DAA9,2021-07-31 00:00:00+05:30,231.98,250.56,232.46,0.07459980519241403,18.1
Bengaluru,0653DAA9,2021-08-01 00:00:00+05:30,249.52,268.71,248.28,0.07499106639876969,20.43
Bengaluru,0653DAA9,2021-08-02 00:00:00+05:30,254.68,273.2,253.96,0.06875981120769424,19.24
Bengaluru,0653DAA9,2021-08-03 00:00:00+05:30,235.55,255.16,236.46,0.07411748494672064,18.7
Bengaluru,0653DAA9,2021-08-04 00:00:00+05:30,257.59,279.56,258.54,0.07741012844345976,21.02
Bengaluru,0653DAA9,2021-08-05 00:00:00+05:30,232.04,252.68,232.21,0.08271231470569139,20.470000000000002
Bengaluru,0653DAA9,2021-08-06 00:00:00+05:30,235.43,251.56,234.89,0.06580454085140018,16.669999999999998
Bengaluru,0653DAA9,2021-08-07 00:00:00+05:30,255.44,273.38,255.38,0.06604023943939796,18.0
Bengaluru,0653DAA9,2021-08-08 00:00:00+05:30,236.15,252.85999999999999,236.65,0.06704609960478318,16.21
Bengaluru,0653DAA9,2021-08-09 00:00:00+05:30,243.55,262.74,244.72,0.07290418627039967,18.02
Bengaluru,0653DAA9,2021-08-10 00:00:00+05:30,229.25,248.39000000000001,229.99,0.07314811435905305,18.4
Bengaluru,0653DAA9,2021-08-11 00:00:00+05:30,251.4,274.4,252.02,0.07885189111772037,22.38
Bengaluru,0653DAA9,2021-08-12 00:00:00+05:30,263.78000000000003,285.16,263.42,0.07049703047127988,21.74
Bengaluru,0653DAA9,2021-08-13 00:00:00+05:30,237.78,258.44,237.82,0.08063334000485954,20.62
Bengaluru,0653DAA9,2021-08-14 00:00:00+05:30,247.61,267.29,246.9,0.07682925203565638,20.39
Bengaluru,0653DAA9,2021-08-15 00:00:00+05:30,255.68,274.25,253.92,0.07296339571667156,20.330000000000002
Bengaluru,0653DAA9,2021-08-16 00:00:00+05:30,247.05,267.72,247.64,0.07334096666992128,20.080000000000002
Bengaluru,0653DAA9,2021-08-17 00:00:00+05:30,231.18,252.34,232.67000000000002,0.07854740309852763,19.67
Bengaluru,0653DAA9,2021-08-18 00:00:00+05:30,234.96,252.74,234.23,0.07419110514480994,18.509999999999998
Bengaluru,0653DAA9,2021-08-19 00:00:00+05:30,243.53,264.06,243.95,0.07649925050435118,20.110000000000003
Bengaluru,0653DAA9,2021-08-20 00:00:00+05:30,259.95,279.41,259.24,0.07398142957474305,20.17
Bengaluru,0653DAA9,2021-08-21 00:00:00+05:30,261.72,279.67,259.9,0.07423784221510661,19.769999999999996
Bengaluru,0653DAA9,2021-08-22 00:00:00+05:30,272.33,293.07,271.44,0.07454184853743329,21.630000000000003
Bengaluru,0653DAA9,2021-08-23 00:00:00+05:30,239.73,260.21,238.96,0.08108623533904648,21.25
Bengaluru,0653DAA9,2021-08-24 00:00:00+05:30,251.57999999999998,272.8,251.45,0.07957161095413286,21.35
Bengaluru,0653DAA9,2021-08-25 00:00:00+05:30,236.09,258.0,236.69,0.07819899431738894,21.31
Bengaluru,0653DAA9,2021-08-26 00:00:00+05:30,236.38,256.94,236.8,0.07886697441062017,20.140000000000004
Bengaluru,0653DAA9,2021-08-27 00:00:00+05:30,255.08,277.09,255.55,0.07739868694889902,21.54
